#{"t_start": 1766974752.8905942, "env_id": "CustomHopper-source-v0"}
r,l,t
225.951761,98,52.444468
240.704379,104,52.538102
242.590178,108,52.626124
244.870344,111,52.740664
236.707041,105,52.823694
251.846444,112,52.939106
226.198603,99,53.027629
244.678704,112,53.117034
225.275104,100,53.215117
109.601263,58,53.256937
250.893495,105,53.333486
252.461513,119,53.454351
215.555297,97,53.54068
233.909936,106,53.753795
237.924834,105,53.840865
212.951325,103,53.931174
232.152333,104,54.023401
234.496695,105,54.110116
230.133033,103,54.198589
237.846183,113,54.283213
298.506437,116,54.380723
216.438458,100,54.471645
241.830479,107,54.567392
213.560336,99,54.687404
92.561546,53,54.742413
215.427014,98,54.822721
65.708202,39,54.865072
228.177233,103,54.953016
219.046211,105,55.050139
55.412429,36,55.093418
216.119371,97,55.181409
227.625063,101,55.28038
239.018913,106,55.380366
226.011817,99,55.471597
252.344855,104,55.563953
263.83513,112,55.653864
181.431663,85,55.71535
119.975702,62,55.773599
220.776479,98,55.860449
213.641243,95,57.834368
256.964275,116,57.934926
94.510184,52,57.981475
330.204182,128,58.100359
224.128336,96,58.184889
87.318726,48,58.234422
226.326807,104,58.329135
214.904113,96,58.410589
250.505086,110,58.597803
234.756816,101,58.704678
248.789171,105,58.804854
274.300783,114,58.915953
251.077234,119,59.022281
183.948978,85,59.088892
243.651507,104,59.182867
162.473377,81,59.258866
251.107747,111,59.356726
257.045041,116,59.457248
248.315768,111,59.555555
239.371455,110,59.652638
252.635889,110,59.747313
236.795865,98,59.848773
206.126363,94,59.944024
263.55464,109,60.041106
229.061598,99,60.113873
253.368182,117,60.226093
232.831893,106,60.406468
265.182106,111,60.498028
234.141343,99,60.587596
214.409728,98,60.685661
219.269107,99,60.783561
231.341687,103,60.877975
278.483825,126,61.102311
252.505646,109,61.214555
74.939309,42,61.250837
216.416717,101,61.344639
224.090794,100,61.438902
257.446543,120,61.54033
213.367766,93,61.598599
250.45877,106,61.696848
253.572028,107,63.666721
230.401662,105,63.768445
276.78491,112,63.852892
291.671519,135,63.978078
247.561819,122,64.099604
263.199117,114,64.200722
257.055084,112,64.295738
261.327859,109,64.393565
181.292284,87,64.465671
172.751178,82,64.542647
235.291118,111,64.62842
222.595849,96,64.700815
249.088713,114,64.815274
258.236291,110,64.912332
139.336812,74,64.982681
216.43927,102,65.071491
231.263499,99,65.145575
269.099014,107,65.251247
319.354455,122,65.361815
276.809833,115,65.463755
229.734578,123,65.562315
186.191035,94,65.653013
232.651107,113,65.756726
223.149465,116,65.876148
290.686577,115,66.054567
227.498506,104,66.168354
245.455582,111,66.26148
304.687924,121,66.367837
237.331443,107,66.463085
238.278299,103,66.546764
276.208716,117,66.646866
149.025814,75,66.719335
249.504583,107,66.811367
287.414761,127,66.930911
263.252773,112,67.028571
197.398826,93,67.113482
270.639815,116,67.200794
244.739437,107,67.294683
280.163245,116,69.294239
227.892446,103,69.378544
230.401059,102,69.460118
288.241422,119,69.587487
249.330607,109,69.687427
240.555646,115,69.791331
298.883319,124,69.89324
330.13731,133,70.06648
313.086942,126,70.193098
298.377242,122,70.304829
246.798625,108,70.402706
288.128339,127,70.513729
270.147249,132,70.62106
276.248549,117,70.717535
249.596453,108,70.809424
342.321299,153,70.937999
260.444129,115,71.136313
290.057717,125,71.256948
299.684498,124,71.359909
306.701877,128,71.480575
366.876572,155,71.607205
203.47077,95,71.688525
261.372173,121,71.793242
330.969322,138,71.935634
218.750899,99,72.025545
300.893878,124,72.131698
240.548683,104,72.214872
266.103772,111,72.31376
225.54348,106,72.396476
230.812708,113,72.499575
239.822617,111,72.599527
282.455781,121,72.708628
234.435531,112,72.808593
279.119239,118,72.916524
249.108596,108,73.011987
289.80392,129,74.998869
268.885391,112,75.100728
315.912149,129,75.234538
265.332611,107,75.336352
240.533073,113,75.434057
255.25765,116,75.529983
294.723979,123,75.636033
312.052671,126,75.744554
301.965535,126,75.858138
316.035649,121,75.965288
323.286883,126,76.100591
346.603997,138,76.297916
316.809424,126,76.415868
298.858513,127,76.525909
322.603332,125,76.633119
306.071462,120,76.734425
279.163694,117,76.831148
323.999813,133,76.939539
330.648317,135,77.056288
281.047858,126,77.17048
290.186192,128,77.285225
282.330271,119,77.393669
311.491667,125,77.507353
303.531551,122,77.610303
277.216654,122,77.716112
318.675903,132,77.836783
242.512556,101,77.939672
282.429968,116,78.052032
334.916249,140,78.172143
335.313977,150,78.298206
292.795048,118,78.396961
324.430024,126,78.617143
293.064081,121,78.728366
197.946462,92,80.635632
335.827939,134,80.745978
305.409245,127,80.864649
306.347844,133,81.078047
320.888994,127,81.201953
323.448348,130,81.325546
322.877068,130,81.443949
328.09922,124,81.554427
283.904718,116,81.654296
313.10855,140,81.794951
304.504424,132,81.917431
314.239214,126,82.034108
239.014757,108,82.128882
303.856804,129,82.245321
294.943176,121,82.367488
293.884831,125,82.483345
338.89491,135,82.602407
338.71647,137,82.714011
256.579116,112,82.80686
224.20716,96,82.888869
330.33343,126,83.002579
332.406839,134,83.113463
311.428784,134,83.23032
321.295333,129,83.44926
342.04633,131,83.574151
297.582004,120,83.680484
302.843709,125,83.787482
328.241692,129,83.908113
314.193752,131,84.038701
345.276645,152,84.177167
300.510731,132,84.287014
315.60053,133,84.393445
364.704851,142,86.474051
307.476943,127,86.578852
314.1646,133,86.69145
